_id,Model year,Make,Model,Vehicle class,Engine size (L),Cylinders,Transmission,Fuel type,City (L/100 km),Highway (L/100 km),Combined (L/100 km),Combined (mpg),CO2 emissions (g/km),CO2 rating,Smog rating
7642,2025,Subaru,Outback AWD,Sport utility vehicle: Small,2.5,4,AV8,X,9.2,7.3,8.3,34,195,6,6
7643,2025,Subaru,Outback Wilderness AWD,Sport utility vehicle: Small,2.4,4,AV8,X,11.0,9.0,10.1,28,235,5,5
7644,2025,Subaru,WRX AWD,Mid-size,2.4,4,AV8,Z,12.7,9.4,11.2,25,262,4,2
7645,2025,Subaru,WRX AWD,Mid-size,2.4,4,M6,Z,12.4,9.0,10.9,26,255,5,2
7646,2025,Toyota,4Runner 4WD (Part-Time 4WD),Sport utility vehicle: Standard,2.4,4,AS8,X,12.4,9.6,11.2,25,262,4,6
7647,2025,Toyota,4Runner 4WD Limited,Sport utility vehicle: Standard,2.4,4,AS8,X,12.0,9.9,11.1,25,258,4,6
7648,2025,Toyota,4Runner Hybrid 4WD (Part-Time 4WD),Sport utility vehicle: Standard,2.4,4,AS8,X,10.3,9.5,9.9,29,232,5,6
7649,2025,Toyota,4Runner Hybrid 4WD Platinum,Sport utility vehicle: Standard,2.4,4,AS8,X,10.5,9.7,10.1,28,236,5,6
7650,2025,Toyota,Camry,Mid-size,2.5,4,AV,X,4.9,4.9,4.9,58,114,8,6
7651,2025,Toyota,Camry AWD SE/XLE,Mid-size,2.5,4,AV,X,5.1,5.1,5.1,55,117,8,6
7652,2025,Toyota,Camry AWD XSE,Mid-size,2.5,4,AV,X,5.3,5.5,5.3,53,124,8,6
7653,2025,Toyota,Corolla (1-mode),Compact,2.0,4,AV,X,7.4,5.7,6.7,42,158,7,6
7654,2025,Toyota,Corolla (3-mode),Compact,2.0,4,AV10,X,7.6,5.9,6.8,42,160,7,6
7655,2025,Toyota,Corolla Hatchback,Compact,2.0,4,AV10,X,7.5,5.9,6.8,42,159,7,6
7656,2025,Toyota,Corolla Hybrid,Compact,1.8,4,AV,X,4.4,5.1,4.7,60,110,8,6
7657,2025,Toyota,Corolla Hybrid AWD (2-mode),Compact,1.8,4,AV,X,4.6,5.3,4.9,58,115,8,6
7658,2025,Toyota,Corolla Hybrid AWD (3-mode),Compact,1.8,4,AV,X,5.0,5.7,5.3,53,124,8,6
7659,2025,Toyota,Corolla Cross,Sport utility vehicle: Small,2.0,4,AV10,X,7.6,7.2,7.4,38,172,6,6
7660,2025,Toyota,Corolla Cross AWD,Sport utility vehicle: Small,2.0,4,AV10,X,8.1,7.5,7.8,36,183,6,6
7661,2025,Toyota,Corolla Cross Hybrid AWD,Sport utility vehicle: Small,2.0,4,AV6,X,5.2,6.2,5.6,50,130,7,6
7662,2025,Toyota,Crown AWD,Mid-size,2.4,4,AS6,X,8.1,7.3,7.8,36,182,6,6
7663,2025,Toyota,Crown AWD,Mid-size,2.5,4,AV,X,5.6,5.7,5.7,50,133,7,6
7664,2025,Toyota,Crown Signia AWD,Station wagon: Small,2.5,4,AV,X,6.0,6.3,6.2,46,143,7,6
7665,2025,Toyota,GR Corolla,Subcompact,1.6,3,AS8,Z,12.1,8.6,10.5,27,245,5,4
7666,2025,Toyota,GR Corolla,Subcompact,1.6,3,M6,Z,11.1,8.3,9.8,29,229,5,4
7667,2025,Toyota,GR Supra 3.0,Two-seater,3.0,6,AS8,Z,10.2,7.7,9.1,31,212,5,4
7668,2025,Toyota,GR Supra 3.0,Two-seater,3.0,6,M6,Z,12.7,8.8,10.9,26,255,5,4
7669,2025,Toyota,GR86,Minicompact,2.4,4,AS6,Z,11.2,7.8,9.7,29,227,5,2
7670,2025,Toyota,GR86,Minicompact,2.4,4,M6,Z,12.0,8.9,10.6,27,250,5,2
7671,2025,Toyota,Grand Highlander AWD Limited,Sport utility vehicle: Standard,2.4,4,AS8,X,11.6,9.0,10.7,26,249,5,6
7672,2025,Toyota,Grand Highlander AWD XLE,Sport utility vehicle: Standard,2.4,4,AS8,X,11.2,8.6,10.0,28,236,5,6
7673,2025,Toyota,Grand Highlander Hybrid AWD,Sport utility vehicle: Standard,2.5,4,AV6,X,6.6,7.4,7.0,40,161,7,6
7674,2025,Toyota,Grand Highlander Hybrid MAX AWD,Sport utility vehicle: Standard,2.4,4,AV6,X,9.0,8.6,8.8,32,206,5,6
7675,2025,Toyota,Highlander AWD,Sport utility vehicle: Small,2.4,4,AS8,X,11.0,8.4,9.9,29,231,5,6
7676,2025,Toyota,Highlander Hybrid AWD,Sport utility vehicle: Standard,2.5,4,AV,X,6.7,6.8,6.7,42,158,7,6
7677,2025,Toyota,Highlander Hybrid AWD Limited/Platinum,Sport utility vehicle: Standard,2.5,4,AV,X,6.6,6.8,6.7,42,156,7,6
7678,2025,Toyota,Land Cruiser,Sport utility vehicle: Standard,2.4,4,AS8,Z,10.7,9.5,10.1,28,236,5,5
7679,2025,Toyota,Prius AWD,Mid-size,2.0,4,AV,X,4.8,4.7,4.8,59,111,8,6
7680,2025,Toyota,RAV4 AWD,Sport utility vehicle: Small,2.5,4,AS8,X,9.5,7.2,8.5,33,198,6,5
7681,2025,Toyota,RAV4 AWD (Stop/Start),Sport utility vehicle: Small,2.5,4,AS8,X,8.8,7.1,8.0,35,187,6,5
7682,2025,Toyota,RAV4 AWD LE,Sport utility vehicle: Small,2.5,4,AS8,X,8.7,6.9,7.9,36,184,6,5
7683,2025,Toyota,RAV4 Hybrid AWD,Sport utility vehicle: Small,2.5,4,AV,X,5.8,6.3,6.0,47,140,7,6
7684,2025,Toyota,RAV4 Hybrid AWD Woodland Edition,Sport utility vehicle: Small,2.5,4,AV,X,6.1,6.8,6.4,44,149,7,6
7685,2025,Toyota,Sequoia 4WD,Sport utility vehicle: Standard,3.4,6,AS10,X,12.6,10.5,11.7,24,273,4,4
7686,2025,Toyota,Sienna,Minivan,2.5,4,AV,X,6.6,6.5,6.6,43,153,7,6
7687,2025,Toyota,Sienna AWD,Minivan,2.5,4,AV,X,6.8,6.7,6.8,42,158,7,6
7688,2025,Toyota,Tacoma 4WD (2-mode),Pickup truck: Small,2.4,4,AS8,X,12.5,9.6,11.2,25,264,4,6
7689,2025,Toyota,Tacoma 4WD (3-mode),Pickup truck: Small,2.4,4,AS8,X,12.4,10.2,11.4,25,269,4,6
7690,2025,Toyota,Tacoma 4WD,Pickup truck: Small,2.4,4,M6,X,13.2,10.3,11.9,24,279,4,4
7691,2025,Toyota,Tacoma Hybrid 4WD,Pickup truck: Standard,2.4,4,AS8,X,10.5,9.9,10.3,27,239,5,6
7692,2025,Toyota,Tacoma Hybrid 4WD Limited,Pickup truck: Standard,2.4,4,AS8,X,10.5,9.7,10.1,28,236,5,6
7693,2025,Toyota,Tundra,Pickup truck: Standard,3.4,6,AS10,X,13.3,10.5,12.0,24,283,4,4
7694,2025,Toyota,Tundra 4WD (1-mode),Pickup truck: Standard,3.4,6,AS10,X,13.7,10.8,12.4,23,291,4,4
7695,2025,Toyota,Tundra 4WD (3-mode)/TRD,Pickup truck: Standard,3.4,6,AS10,X,13.5,10.6,12.2,23,286,4,4
7696,2025,Toyota,Tundra Hybrid 4WD,Pickup truck: Standard,3.4,6,AS10,X,12.7,10.5,11.7,24,274,4,4
7697,2025,Toyota,Tundra Hybrid 4WD TRD PRO,Pickup truck: Standard,3.4,6,AS10,X,12.9,11.6,12.3,23,287,4,4
7698,2025,Volkswagen,Atlas 4MOTION Comfortline,Sport utility vehicle: Small,2.0,4,AS8,X,12.7,9.2,11.1,25,262,4,4
7699,2025,Volkswagen,Atlas 4MOTION Highline/Execline,Sport utility vehicle: Small,2.0,4,AS8,X,12.8,9.4,11.3,25,266,4,4
7700,2025,Volkswagen,Atlas 4MOTION Peak Edition,Sport utility vehicle: Small,2.0,4,AS8,X,13.2,9.4,11.5,25,271,4,4
7701,2025,Volkswagen,Atlas Cross Sport 4MOTION,Sport utility vehicle: Small,2.0,4,AS8,X,12.7,9.2,11.1,25,262,4,4
7702,2025,Volkswagen,Golf GTI,Compact,2.0,4,AM7,X,9.9,7.4,8.8,32,205,5,4
7703,2025,Volkswagen,Golf R,Compact,2.0,4,AM7,Z,10.5,7.7,9.3,30,217,5,4
7704,2025,Volkswagen,Jetta,Compact,1.5,4,AS8,X,8.4,6.1,7.4,38,174,6,6
7705,2025,Volkswagen,Jetta GLI,Compact,2.0,4,AM7,X,9.5,6.7,8.2,34,194,6,6
7706,2025,Volkswagen,Jetta GLI,Compact,2.0,4,M6,X,9.1,6.5,8.0,35,187,6,6
7707,2025,Volkswagen,Taos,Sport utility vehicle: Small,1.5,4,AS8,X,8.4,6.5,7.6,37,178,6,7
7708,2025,Volkswagen,Taos 4MOTION,Sport utility vehicle: Small,1.5,4,AS8,X,9.4,7.2,8.4,34,198,6,7
7709,2025,Volkswagen,Tiguan 4MOTION,Sport utility vehicle: Small,2.0,4,AS8,X,10.5,7.8,9.3,30,218,5,6
7710,2025,Volvo,S60 B5 AWD,Compact,2.0,4,AS8,Z,9.3,7.0,8.3,34,194,6,4
7711,2025,Volvo,S90 B6 AWD,Mid-size,2.0,4,AS8,Z,10.6,7.6,9.2,31,216,5,6
7712,2025,Volvo,V60 CC B5 AWD,Station wagon: Small,2.0,4,AS8,Z,9.7,7.5,8.7,32,205,5,4
7713,2025,Volvo,V90 CC B6 AWD,Station wagon: Mid-size,2.0,4,AS8,Z,10.7,8.1,9.5,30,223,5,6
7714,2025,Volvo,XC40 B5 AWD,Sport utility vehicle: Small,2.0,4,AS8,Z,10.1,7.8,9.1,31,213,5,4
7715,2025,Volvo,XC60 B5 AWD,Sport utility vehicle: Small,2.0,4,AS8,Z,10.0,7.8,9.0,31,212,5,6
7716,2025,Volvo,XC90 B6 AWD,Sport utility vehicle: Standard,2.0,4,AS8,Z,11.5,9.0,10.4,27,244,5,6
7717,2025,Acura,Integra A-SPEC,Full-size,1.5,4,AV7,Z,8.1,6.5,7.4,38,172,6,6
7718,2025,Acura,Integra A-SPEC,Full-size,1.5,4,M6,Z,8.9,6.5,7.8,36,181,6,5
7719,2025,Acura,Integra Type S,Full-size,2.0,4,M6,Z,11.1,8.3,9.9,29,230,5,5
7720,2025,Acura,MDX SH-AWD,Sport utility vehicle: Small,3.5,6,AS10,Z,12.6,9.4,11.2,25,263,4,4
7721,2025,Acura,MDX SH-AWD Type S,Sport utility vehicle: Standard,3.0,6,AS10,Z,13.8,11.2,12.4,23,291,4,4
7722,2025,Acura,RDX SH-AWD,Sport utility vehicle: Small,2.0,4,AS10,Z,11.0,8.6,9.9,29,232,5,5
7723,2025,Acura,RDX SH-AWD A-SPEC,Sport utility vehicle: Small,2.0,4,AS10,Z,11.3,9.1,10.3,27,241,5,5
7724,2025,Acura,TLX SH-AWD A-SPEC,Compact,2.0,4,AS10,Z,11.3,8.1,9.8,29,231,5,6
7725,2025,Acura,TLX Type S (Performance Tire),Compact,3.0,6,AS10,Z,12.3,9.8,11.2,25,261,4,4
7726,2025,Alfa Romeo,Giulia,Mid-size,2.0,4,A8,Z,10.0,7.2,8.7,32,205,5,4
7727,2025,Alfa Romeo,Giulia AWD,Mid-size,2.0,4,A8,Z,10.5,7.7,9.2,31,217,5,4
7728,2025,Alfa Romeo,Stelvio AWD,Sport utility vehicle: Small,2.0,4,A8,Z,10.8,8.3,9.6,29,226,5,4
7729,2025,Alfa Romeo,Tonale AWD,Sport utility vehicle: Small,2.0,4,A9,X,11.3,8.1,9.9,29,231,5,6
7730,2025,Aston Martin,DB12,Minicompact,4.0,8,A8,Z,15.9,10.5,13.5,21,316,3,4
7731,2025,Aston Martin,DBX707,Sport utility vehicle: Standard,4.0,8,A9,Z,15.7,12.0,14.0,20,329,3,4
7732,2025,Aston Martin,Vantage,Two-seater,4.0,8,A8,Z,15.3,10.5,13.1,22,308,4,4
7733,2025,Audi,A3 40 TFSI quattro,Subcompact,2.0,4,AM7,Z,9.6,7.3,8.5,33,201,5,6
7734,2025,Audi,A4 45 TFSI quattro,Compact,2.0,4,AM7,Z,10.1,7.3,8.8,32,207,5,4
7735,2025,Audi,A4 allroad 45 TFSI quattro,Station wagon: Small,2.0,4,AM7,Z,10.3,7.8,9.2,31,215,5,4
7736,2025,Audi,A5 Coupé 45 TFSI quattro,Subcompact,2.0,4,AM7,Z,10.1,7.3,8.8,32,207,5,4
7737,2025,Audi,A5 Sedan quattro,Mid-size,2.0,4,AM7,Z,10.5,7.6,9.2,31,217,5,4
7738,2025,Audi,A5 Sportback 45 TFSI quattro,Mid-size,2.0,4,AM7,Z,10.1,7.3,8.8,32,207,5,4
7739,2025,Audi,A6 45 TFSI quattro,Mid-size,2.0,4,AM7,Z,10.0,7.7,8.9,32,211,5,4
7740,2025,Audi,A6 55 TFSI quattro,Mid-size,3.0,6,AM7,Z,10.9,8.0,9.6,29,226,5,4
7741,2025,Audi,A6 allroad 55 TFSI quattro,Station wagon: Mid-size,3.0,6,AM7,Z,10.9,8.0,9.6,29,226,5,4
7742,2025,Audi,A7 Sportback,Mid-size,3.0,6,AM7,Z,10.9,8.0,9.6,29,226,5,4
7743,2025,Audi,A8 quattro,Full-size,3.0,6,AS8,Z,12.6,8.8,10.9,26,257,4,4
7744,2025,Audi,Q3 40 TFSI quattro,Sport utility vehicle: Small,2.0,4,AS8,X,10.7,8.0,9.5,30,224,5,5
7745,2025,Audi,Q3 45 TFSI quattro,Sport utility vehicle: Small,2.0,4,AS8,X,11.7,8.3,10.2,28,240,5,6
7746,2025,Audi,Q5 40 TFSI quattro,Sport utility vehicle: Small,2.0,4,AM7,Z,10.1,8.0,9.2,31,215,5,4
7747,2025,Audi,Q5 45 TFSI quattro,Sport utility vehicle: Small,2.0,4,AM7,Z,10.6,8.4,9.6,29,226,5,4
7748,2025,Audi,Q5 Sportback 45 TFSI quattro,Sport utility vehicle: Small,2.0,4,AM7,Z,10.6,8.4,9.6,29,226,5,4
7749,2025,Audi,All-new Q5 TFSI quattro,Sport utility vehicle: Small,2.0,4,AM7,Z,11.2,8.2,9.9,29,232,5,6
7750,2025,Audi,All-new Q5 Sportback TFSI quattro,Sport utility vehicle: Small,2.0,4,AM7,Z,11.2,8.2,9.9,29,232,5,6
7751,2025,Audi,Q7 45 TFSI quattro,Sport utility vehicle: Standard,2.0,4,AS8,Z,12.0,9.2,10.7,26,252,5,4
7752,2025,Audi,Q7 55 TFSI quattro,Sport utility vehicle: Standard,3.0,6,AS8,Z,13.0,10.0,11.7,24,275,4,4
7753,2025,Audi,RS 3,Subcompact,2.5,5,AM7,Z,11.8,7.9,10.1,28,236,5,2
7754,2025,Audi,RS 5 Coupé,Subcompact,2.9,6,AS8,Z,12.9,9.3,11.3,25,264,4,4
7755,2025,Audi,RS 5 Sportback,Mid-size,2.9,6,AS8,Z,13.3,9.6,11.6,24,272,4,4
7756,2025,Audi,RS 6 Avant quattro performance,Station wagon: Mid-size,4.0,8,AS8,Z,17.0,11.0,14.3,20,336,3,2
7757,2025,Audi,RS 6 Avant GT,Station wagon: Mid-size,4.0,8,AS8,Z,17.0,11.0,14.3,20,336,3,2
7758,2025,Audi,RS 7 Sportback quattro performance,Mid-size,4.0,8,AS8,Z,17.0,11.0,14.3,20,336,3,2
7759,2025,Audi,RS Q8 performance,Sport utility vehicle: Standard,4.0,8,AS8,Z,16.1,11.7,14.1,20,340,3,2
7760,2025,Audi,S3 quattro,Subcompact,2.0,4,AM7,Z,10.4,7.6,9.1,31,215,5,4
7761,2025,Audi,S4 quattro,Compact,3.0,6,AS8,Z,11.0,8.1,9.7,29,228,5,4
7762,2025,Audi,S5 Coupé quattro,Subcompact,3.0,6,AS8,Z,11.0,8.1,9.7,29,228,5,4
7763,2025,Audi,S5 Sedan quattro,Mid-size,3.0,6,AM7,Z,12.3,8.3,10.5,27,247,5,4
7764,2025,Audi,S5 Sportback quattro,Mid-size,3.0,6,AS8,Z,11.8,8.2,10.2,28,238,5,4
7765,2025,Audi,S6 quattro,Mid-size,2.9,6,AS8,Z,12.4,8.9,10.8,26,254,5,4
7766,2025,Audi,S7 quattro,Mid-size,2.9,6,AS8,Z,12.4,8.9,10.8,26,254,5,4
7767,2025,Audi,S8 quattro,Full-size,4.0,8,AS8,Z,16.0,10.0,13.3,21,312,4,2
7768,2025,Audi,SQ5 quattro,Sport utility vehicle: Small,3.0,6,AS8,Z,12.6,9.8,11.4,25,266,4,4
7769,2025,Audi,SQ5 Sportback quattro,Sport utility vehicle: Small,3.0,6,AS8,Z,12.6,9.8,11.4,25,266,4,4
7770,2025,Audi,All-new SQ5 quattro,Sport utility vehicle: Small,3.0,6,AM7,Z,12.2,8.9,10.7,26,251,5,4
7771,2025,Audi,All-new SQ5 Sportback quattro,Sport utility vehicle: Small,3.0,6,AM7,Z,12.2,8.9,10.7,26,251,5,4
7772,2025,Audi,SQ7 quattro,Sport utility vehicle: Standard,4.0,8,AS8,Z,16.0,11.2,13.8,20,325,3,2
7773,2025,Audi,SQ8 quattro,Sport utility vehicle: Standard,4.0,8,AS8,Z,16.1,11.9,14.2,20,335,3,2
7774,2025,Bentley,Bentayga,Sport utility vehicle: Standard,4.0,8,AS8,Z,17.1,11.4,14.6,19,343,3,2
7775,2025,Bentley,Bentayga EWB,Sport utility vehicle: Standard,4.0,8,AS8,Z,17.1,11.4,14.6,19,343,3,2
7776,2025,BMW,230i xDrive Coupe,Subcompact,2.0,4,AS8,Z,9.5,7.1,8.4,34,194,6,2
7777,2025,BMW,330i xDrive Sedan,Compact,2.0,4,AS8,Z,8.9,6.9,8.0,35,185,6,7
7778,2025,BMW,430i xDrive Cabriolet,Subcompact,2.0,4,AS8,Z,9.6,7.1,8.5,33,196,6,7
7779,2025,BMW,430i xDrive Coupe,Subcompact,2.0,4,AS8,Z,8.7,6.9,7.9,36,183,6,7
7780,2025,BMW,530i xDrive Sedan,Mid-size,2.0,4,AS8,Z,8.7,6.8,7.9,36,182,6,6
7781,2025,BMW,760i xDrive Sedan,Full-size,4.4,8,AS8,Z,13.3,9.3,11.5,25,265,4,4
7782,2025,BMW,ALPINA XB7,Sport utility vehicle: Standard,4.4,8,AS8,Z,15.2,11.6,13.6,21,314,4,4
7783,2025,BMW,M2 Coupe,Subcompact,3.0,6,AS8,Z,14.4,10.3,12.5,23,290,4,4
7784,2025,BMW,M2 Coupe,Subcompact,3.0,6,M6,Z,14.7,10.0,12.6,22,294,4,4
7785,2025,BMW,M240i xDrive Coupe,Subcompact,3.0,6,AS8,Z,10.3,7.3,9.0,31,209,5,4
7786,2025,BMW,M3 Sedan,Compact,3.0,6,M6,Z,14.7,10.1,12.6,22,293,4,4
7787,2025,BMW,M3 Competition Sedan,Compact,3.0,6,AS8,Z,14.5,10.2,12.6,22,292,4,4
7788,2025,BMW,M3 Competition M xDrive Sedan,Compact,3.0,6,AS8,Z,14.9,10.3,12.8,22,296,4,4
7789,2025,BMW,M340i xDrive Sedan,Compact,3.0,6,AS8,Z,9.0,7.1,8.2,34,189,6,6
7790,2025,BMW,M4 Coupe,Subcompact,3.0,6,M6,Z,14.7,10.1,12.6,22,293,4,4
7791,2025,BMW,M4 Competition Coupe,Subcompact,3.0,6,AS8,Z,14.5,10.2,12.6,22,292,4,4
7792,2025,BMW,M4 Competition M xDrive Cabriolet,Subcompact,3.0,6,AS8,Z,14.9,10.5,12.9,22,297,4,4
7793,2025,BMW,M4 Competition M xDrive Coupe,Subcompact,3.0,6,AS8,Z,14.7,10.2,12.7,22,293,4,4
7794,2025,BMW,M4 CS Coupe,Subcompact,3.0,6,AS8,Z,15.0,10.3,12.9,22,297,4,4
7795,2025,BMW,M440i xDrive Cabriolet,Subcompact,3.0,6,AS8,Z,9.2,7.3,8.4,34,194,6,6
7796,2025,BMW,M440i xDrive Coupe,Subcompact,3.0,6,AS8,Z,8.9,7.1,8.1,35,187,6,6
7797,2025,BMW,M8 Competition Cabriolet,Subcompact,4.4,8,AS8,Z,16.1,10.9,13.8,20,321,3,2
7798,2025,BMW,M8 Competition Coupe,Subcompact,4.4,8,AS8,Z,16.1,10.9,13.8,20,321,3,2
7799,2025,BMW,M8 Competition Gran Coupe,Mid-size,4.4,8,AS8,Z,16.1,10.9,13.8,20,321,3,2
7800,2025,BMW,M850i xDrive Cabriolet,Subcompact,4.4,8,AS8,Z,14.2,9.9,12.2,23,285,4,2
7801,2025,BMW,M850i xDrive Coupe,Subcompact,4.4,8,AS8,Z,14.1,9.9,12.2,23,284,4,2
7802,2025,BMW,M850i xDrive Gran Coupe,Mid-size,4.4,8,AS8,Z,14.2,9.9,12.2,23,285,4,2
7803,2025,BMW,X1 xDrive28i,Sport utility vehicle: Small,2.0,4,AM7,Z,9.7,7.1,8.5,33,198,6,7
7804,2025,BMW,X1 M35i,Sport utility vehicle: Small,2.0,4,AM7,Z,10.1,7.6,9.0,31,208,5,5
7805,2025,BMW,X2 xDrive28i,Sport utility vehicle: Small,2.0,4,AM7,Z,9.7,7.1,8.5,33,198,6,7
7806,2025,BMW,X2 M35i,Sport utility vehicle: Small,2.0,4,AM7,Z,10.3,7.3,8.9,32,206,5,5
7807,2025,BMW,X3 xDrive30i,Sport utility vehicle: Small,2.0,4,AS8,Z,8.8,7.1,8.1,35,186,6,7
7808,2025,BMW,X3 M50i xDrive,Sport utility vehicle: Small,3.0,6,AS8,Z,9.3,7.7,8.6,33,199,6,6
7809,2025,BMW,X4 xDrive30i,Sport utility vehicle: Small,2.0,4,AS8,Z,11.1,8.6,9.9,29,231,5,6
7810,2025,BMW,X4 M,Sport utility vehicle: Small,3.0,6,AS8,Z,15.7,11.7,13.9,20,323,3,2
7811,2025,BMW,X4 M Competition,Sport utility vehicle: Small,3.0,6,AS8,Z,15.7,11.7,13.9,20,323,3,2
7812,2025,BMW,X4 M40i xDrive,Sport utility vehicle: Small,3.0,6,AS8,Z,10.9,9.0,10.0,28,234,5,4
7813,2025,BMW,X5 xDrive40i,Sport utility vehicle: Standard,3.0,6,AS8,Z,10.1,8.7,9.4,30,218,5,6
7814,2025,BMW,X5 M Competition,Sport utility vehicle: Standard,4.4,8,AS8,Z,18.2,12.9,15.8,18,366,2,4
7815,2025,BMW,X5 M60i xDrive,Sport utility vehicle: Standard,4.4,8,AS8,Z,13.8,10.5,12.3,23,285,4,4
7816,2025,BMW,X6 xDrive40i,Sport utility vehicle: Standard,3.0,6,AS8,Z,10.3,8.9,9.6,29,223,5,6
7817,2025,BMW,X6 M Competition,Sport utility vehicle: Standard,4.4,8,AS8,Z,18.2,12.9,15.8,18,366,2,4
7818,2025,BMW,X6 M60i xDrive,Sport utility vehicle: Standard,4.4,8,AS8,Z,13.8,10.5,12.3,23,285,4,4
7819,2025,BMW,X7 xDrive40i,Sport utility vehicle: Standard,3.0,6,AS8,Z,11.6,9.6,10.7,26,247,5,6
7820,2025,BMW,X7 M60i xDrive,Sport utility vehicle: Standard,4.4,8,AS8,Z,14.7,11.6,13.3,21,310,4,4
7821,2025,BMW,Z4 sDrive30i,Two-seater,2.0,4,AS8,Z,9.4,7.1,8.4,34,194,6,6
7822,2025,BMW,Z4 M40i,Two-seater,3.0,6,AS8,Z,10.4,8.0,9.3,30,215,5,4
7823,2025,BMW,Z4 M40i,Two-seater,3.0,6,M6,Z,12.6,8.9,10.9,26,253,5,4
7824,2025,Bugatti,Mistral,Two-seater,8.0,16,AM7,Z,29.7,19.2,25.0,11,586,1,1
7825,2025,Buick,Enclave AWD,Sport utility vehicle: Standard,2.5,4,A8,X,12.3,9.9,11.2,25,262,4,5
7826,2025,Buick,Encore GX,Sport utility vehicle: Small,1.3,3,AV,X,8.0,7.6,7.8,36,183,6,6
7827,2025,Buick,Encore GX AWD,Sport utility vehicle: Small,1.3,3,A9,X,9.1,8.4,8.8,32,207,5,6
7828,2025,Buick,Envision AWD,Sport utility vehicle: Small,2.0,4,AS9,X,10.8,8.3,9.7,29,229,5,6
7829,2025,Buick,Envista,Station wagon: Small,1.2,3,A6,X,8.4,7.4,7.9,36,185,6,6
7830,2025,Cadillac,CT4,Compact,2.0,4,AS8,Z,10.6,7.3,9.1,31,214,5,6
7831,2025,Cadillac,CT4,Compact,2.7,4,AS10,Z,11.0,7.6,9.5,30,221,5,5
7832,2025,Cadillac,CT4 AWD,Compact,2.0,4,AS8,Z,11.0,7.6,9.5,30,223,5,6
7833,2025,Cadillac,CT4 AWD,Compact,2.7,4,AS10,Z,11.3,8.1,9.9,29,231,5,5
7834,2025,Cadillac,CT4-V,Compact,2.7,4,AS10,Z,11.8,8.2,10.2,28,236,5,5
7835,2025,Cadillac,CT4-V,Compact,3.6,6,AS10,Z,15.0,9.7,12.6,22,297,4,4
7836,2025,Cadillac,CT4-V,Compact,3.6,6,M6,Z,15.2,10.2,12.9,22,303,4,4
7837,2025,Cadillac,CT4-V AWD,Compact,2.7,4,AS10,Z,12.0,8.4,10.4,27,244,5,5
7838,2025,Cadillac,CT5,Mid-size,2.0,4,AS10,Z,10.4,7.3,9.0,31,212,5,6
7839,2025,Cadillac,CT5,Mid-size,3.0,6,AS10,Z,12.3,8.4,10.6,27,249,5,4
7840,2025,Cadillac,CT5 AWD,Mid-size,2.0,4,AS10,Z,11.0,7.8,9.6,29,224,5,6
7841,2025,Cadillac,CT5 AWD,Mid-size,3.0,6,AS10,Z,13.1,9.0,11.2,25,264,4,4
7842,2025,Cadillac,CT5-V,Mid-size,3.0,6,AS10,Z,13.1,8.7,11.1,25,261,4,4
7843,2025,Cadillac,CT5-V,Mid-size,6.2,8,AS10,Z,18.5,11.5,15.3,18,360,2,2
7844,2025,Cadillac,CT5-V,Mid-size,6.2,8,M6,Z,18.7,11.6,15.5,18,365,2,2
7845,2025,Cadillac,CT5-V AWD,Mid-size,3.0,6,AS10,Z,13.8,9.0,11.7,24,275,4,4
7846,2025,Cadillac,Escalade 4WD,Sport utility vehicle: Standard,6.2,8,A10,Z,16.6,13.0,15.0,19,352,3,5
7847,2025,Cadillac,Escalade-V AWD,Sport utility vehicle: Standard,6.2,8,AS10,Z,20.8,13.8,17.7,16,415,1,2
7848,2025,Cadillac,XT4 AWD,Sport utility vehicle: Small,2.0,4,AS9,Z,10.4,8.3,9.5,30,222,5,6
7849,2025,Cadillac,XT5,Sport utility vehicle: Small,2.0,4,AS9,Z,10.9,8.2,9.7,29,228,5,6
7850,2025,Cadillac,XT5 AWD,Sport utility vehicle: Small,2.0,4,AS9,Z,11.2,8.7,10.1,28,237,5,6
7851,2025,Cadillac,XT5 AWD,Sport utility vehicle: Small,3.6,6,AS9,X,12.9,9.2,11.2,25,264,4,5
7852,2025,Cadillac,XT6 AWD,Sport utility vehicle: Small,2.0,4,AS9,Z,11.2,9.0,10.2,28,239,5,6
7853,2025,Cadillac,XT6 AWD,Sport utility vehicle: Small,3.6,6,AS9,X,13.1,9.5,11.5,25,270,4,5
7854,2025,Chevrolet,Blazer AWD,Sport utility vehicle: Small,2.0,4,A9,X,10.8,8.7,9.9,29,229,5,6
7855,2025,Chevrolet,Blazer AWD,Sport utility vehicle: Small,3.6,6,A9,X,12.8,9.1,11.2,25,262,4,5
7856,2025,Chevrolet,Colorado,Pickup truck: Standard,2.7,4,A8,X,12.4,10.3,11.5,25,291,4,6
7857,2025,Chevrolet,Colorado 4WD,Pickup truck: Standard,2.7,4,A8,X,13.6,11.0,12.4,23,303,4,6
7858,2025,Chevrolet,Colorado 4WD Mud Terrain Tire,Pickup truck: Standard,2.7,4,A8,X,14.0,11.9,13.1,22,307,4,6
7859,2025,Chevrolet,Colorado ZR2 4WD,Pickup truck: Standard,2.7,4,A8,X,14.1,13.8,14.0,20,328,3,6
7860,2025,Chevrolet,Colorado ZR2 Bison 4WD,Pickup truck: Standard,2.7,4,A8,X,14.8,15.1,14.9,19,350,3,6
